address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,median_income,percent_high_earner,zipcode,Cats_Allowed,Elevator,No_Fee,Dogs_Allowed,Laundry_In_Building,Doorman,Gym,Dishwasher,Hardwood_Floors,Renovated,Common_Outdoor_Space,High_Ceilings,Laundry_In_Unit,Granite_Kitchen,Marble_Bath,Parking,Pre_War,Valet,Eat_In_Kitchen,Walk_In_Closet,Deck,Lounge,Concierge,Storage_Facility,High_Speed_Internet,Studio,Brooklyn,Manhattan,Queens
Water Street,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Rooftop Pool', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Roofdeck', 'Rooftop Lounge', 'Laundry In Unit', 'Gym']",0.19,Financial District,3529,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Water Street,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Rooftop Pool', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Roofdeck', 'Rooftop Lounge', 'Laundry In Unit', 'Gym']",0.19,Financial District,3529,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Liberty Street,1.0,1,Manhattan,"['Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Gym']",0.07,Financial District,3895,0,154213.0,37.5,10005.0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maiden Lane Street,2.0,3,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.1,Financial District,4840,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Maiden Lane Street,2.0,3,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.1,Financial District,4840,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Wall st and Hanover St,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.08,Financial District,2895,546,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2 Gold Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Parking Space', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.13,Financial District,3850,550,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Water Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Rooftop Pool', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Roofdeck', 'Rooftop Lounge', 'Laundry In Building\n \n\nCommon Outdoor Space', 'Laundry In Unit', 'Gym']",0.19,Financial District,2842,0,154213.0,37.5,10005.0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
55 Wall St,1.0,1,Manhattan,"['Elevator', 'Dogs Allowed', 'Furnished', 'Dishwasher', 'Cats Allowed', 'Doorman', 'Outdoor Space', 'Pre War']",0.06,Financial District,4600,782,154213.0,37.5,10005.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Water Street,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Gym']",0.18,Financial District,5546,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Water Street,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Roof Sundeck', 'Rooftop Lounge', 'Laundry In Unit', 'Outdoor Rooftop Pool', 'Gym']",0.18,Financial District,4029,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Gold Street,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Gym']",0.13,Financial District,3447,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Water St,1.0,1,Manhattan,"['Elevator', 'Doorman']",0.18,Financial District,3550,569,154213.0,37.5,10005.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Maiden Lane Street,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.1,Financial District,3250,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
75 West Street,1.0,1,Manhattan,"['Elevator', 'Storage Room', 'Dishwasher', 'Laundry Room', 'Doorman', 'Parking', 'Gym']",0.12,Financial District,3650,0,154213.0,37.5,10005.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Water St.,1.0,3,Manhattan,"['Laundry In Building', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Loft', 'Business Center', 'Diplomats Ok', 'Cats Allowed', 'Doorman', 'City View', 'Valet', 'Dogs Allowed', 'Dishwasher', 'Deck', 'Common Outdoor Space', 'Convertible', 'Concierge', 'No Fee', 'Elevator', 'Bicycle Room', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Gym']",0.18,Financial District,3899,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0
Fulton Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.04,Financial District,2988,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Water Street,2.0,3,Manhattan,"['Laundry In Building', 'Lounge', 'Hardwood Floors', 'Business Center', 'Laundry In Unit', 'Storage', 'Cats Allowed', 'Doorman', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'Convertible', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Swimming Pool', 'Gym']",0.19,Financial District,5069,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
Wall Street ,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.16,Financial District,3545,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Water Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Sundeck', 'Storage Facility', 'Rooftop Pool', 'Dogs Allowed', 'Lounge With Wifi', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit', 'Gym']",0.18,Financial District,2590,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Water Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Sundeck', 'Storage Facility', 'Rooftop Pool', 'Dogs Allowed', 'Lounge With Wifi', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit', 'Gym']",0.18,Financial District,2590,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Wall Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Gym']",0.07,Financial District,3876,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70 Pine St,2.0,2,Manhattan,"['Laundry In Building', 'Games', 'Lounge', 'Laundry In Unit', 'Golf', 'Storage Facility', 'Cats Allowed', 'Doorman', 'Massage', 'Billiards', 'Valet', 'Dogs Allowed', 'Children Playroom', 'Common Outdoor Space', 'Bowling', 'No Fee', 'Elevator', 'Yoga', 'Spa', 'Gym']",0.07,Financial District,6299,960,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
Wall Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Gym']",0.07,Financial District,3876,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70 Pine St,2.0,2,Manhattan,"['Laundry In Building', 'Games', 'Lounge', 'Laundry In Unit', 'Golf', 'Storage Facility', 'Cats Allowed', 'Doorman', 'Massage', 'Billiards', 'Valet', 'Dogs Allowed', 'Children Playroom', 'Common Outdoor Space', 'Bowling', 'No Fee', 'Elevator', 'Yoga', 'Spa', 'Gym']",0.07,Financial District,6299,960,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
Battery Park Penthouse ,3.0,3,Manhattan,"['No Fee', 'Elevator', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Private Outdoor Space', 'Gym']",0.12,Financial District,10285,0,154213.0,37.5,10005.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99 John Street,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Doorman', 'Common Outdoor Space', 'Gym']",0.08,Financial District,3100,0,154213.0,37.5,10005.0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Front Street,1.0,1,Manhattan,"['Laundry In Building', 'One Month Free', 'High Ceilings', 'Hardwood Floors', 'Cats Allowed', 'Doorman', 'Outdoor Space', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'Terrace', 'Concierge', 'No Fee', 'Elevator', 'Stainless Steel Appliances', 'High Speed Internet', 'River View', 'Courtyard', 'Gym']",0.3,Financial District,3000,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
Battery Park ,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.11,Financial District,4000,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Wall St,1.0,1,Manhattan,"['Laundry In Building', 'Heat And Hot Water Included', 'Lounge', 'Hardwood Floors', 'Community Wifi', 'Roof Deck', 'Dry Cleaning', 'Central Air', 'Package Acceptance', 'Dishwasher', 'Terrace', 'Patio', 'No Fee', 'Pets', 'Microwave', 'Guarantor Accepted', 'Verizon Fios Enabled', 'Bike Storage', 'Smoke Free', 'Gym', 'Renovated', 'Parking']",0.06,Financial District,3420,0,154213.0,37.5,10005.0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Wall Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman']",0.06,Financial District,3296,0,154213.0,37.5,10005.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Wall St,1.0,1,Manhattan,"['Laundry In Building', 'Heat And Hot Water Included', 'Lounge', 'Hardwood Floors', 'Community Wifi', 'Roof Deck', 'Dry Cleaning', 'Central Air', 'Package Acceptance', 'Dishwasher', 'Terrace', 'Patio', 'No Fee', 'Pets', 'Microwave', 'Guarantor Accepted', 'Verizon Fios Enabled', 'Bike Storage', 'Smoke Free', 'Gym', 'Renovated', 'Parking']",0.06,Financial District,3420,0,154213.0,37.5,10005.0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Wall Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Gym']",0.07,Financial District,2865,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Broadway,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.07,Financial District,2650,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Wall Street,1.0,1,Manhattan,"['Elevator', 'Laundry In Building', 'Dogs Allowed', 'Dishwasher', 'Cats Allowed', 'Doorman', 'Publicoutdoor', 'Laundry In Unit', 'Gym', 'Parking']",0.16,Financial District,3497,825,154213.0,37.5,10005.0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
John Street ,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.09,Financial District,3525,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Water Street,2.0,2,Manhattan,"['Elevator', 'Laundry In Building', 'Dogs Allowed', 'Dishwasher', 'Cats Allowed', 'Doorman', 'Publicoutdoor', 'Gym']",0.18,Financial District,5700,0,154213.0,37.5,10005.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wall Street ,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.06,Financial District,3650,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Spruce Street,1.0,1,Manhattan,"['Laundry In Building', 'One Month Free', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Business Center', 'Swimming Pool', 'Laundry In Unit', 'Storage', 'Diplomats Ok', 'Cats Allowed', 'Doorman', 'Nursery', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Walk In Closet', 'Gym', 'Parking']",0.1,Financial District,4095,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0
Wall Street,1.0,2,Manhattan,"['Elevator', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Laundry In Unit']",0.17,Financial District,4033,818,154213.0,37.5,10005.0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Exchange Place,2.0,2,Manhattan,"['Laundry In Building', 'Hardwood Floors', 'Open View', 'Pre War', 'Granite Kitchen', 'Diplomats Ok', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Valet', 'Dogs Allowed', 'Dishwasher', 'Concierge', 'No Fee', 'Elevator', 'High Speed Internet', 'Marble Bath', 'Renovated', 'Gym']",0.09,Financial District,4125,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0
Park Row,2.0,2,Manhattan,"['Laundry In Building', 'High Ceilings', 'Hardwood Floors', 'Pre War', 'Hardwood Floors\n \n\nEat In Kitchen', 'Cats Allowed', 'Doorman', 'Dogs Allowed', 'Dishwasher', 'No Fee', 'Elevator', 'Stainless Steel Appliances', 'Receiving Room', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Gym']",0.07,Financial District,4500,862,154213.0,37.5,10005.0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Gold Street,2.0,3,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman']",0.13,Financial District,6967,0,154213.0,37.5,10005.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West Street,2.0,2,Manhattan,[],0.12,Financial District,5250,0,154213.0,37.5,10005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Financial District,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Doorman', 'Common Outdoor Space', 'Gym']",0.06,Financial District,3450,0,154213.0,37.5,10005.0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Water Street ,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.17,Financial District,2650,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Wall Street,1.0,1,Manhattan,"['Laundry In Building', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Loft', 'Business Center', 'Pre War', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Outdoor Space', 'Nursery', 'Valet', 'Dogs Allowed', 'Dishwasher', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Walk In Closet', 'Gym', 'Parking']",0.07,Financial District,2795,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0
West Street,1.0,1,Manhattan,"['Dogs Allowed', 'Cats Allowed', 'Doorman', 'Pre War', 'Gym']",0.12,Financial District,4500,883,154213.0,37.5,10005.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
John Street ,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit', 'Gym']",0.19,Financial District,2700,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
John Street ,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit', 'Gym']",0.19,Financial District,3525,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Exchange Place,1.0,1,Manhattan,"['Laundry In Building', 'Hardwood Floors', 'Open View', 'Pre War', 'Diplomats Ok', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Valet', 'Dogs Allowed', 'Dishwasher', 'Concierge', 'No Fee', 'Elevator', 'High Speed Internet', 'Marble Bath', 'Renovated', 'Gym']",0.1,Financial District,3100,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0
Financial District,1.0,3,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Gym']",0.06,Financial District,4000,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
200 Water Street,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Parking Space', 'Dogs Allowed', 'Reduced Fee', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit', 'Private Outdoor Space', 'Gym']",0.11,Financial District,3400,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
 Water Street,1.0,1,Manhattan,"['Elevator', 'Laundry In Building', 'Dogs Allowed', 'Entertaining Kitchen & Dining Room Available By Reservation. Gaming Room And Outdoor Rooftop Pool With Panoramic Views Of Lower Manhattan And Beyond.', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit', 'Gym']",0.17,Financial District,3014,0,154213.0,37.5,10005.0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Dutch Street,2.0,2,Manhattan,"['Laundry In Building', 'One Month Free', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Loft', 'Business Center', 'Granite Kitchen', 'Laundry In Unit', 'Storage Facility', 'Storage', 'Eat In Kitchen', 'Wheelchair Access', 'Cats Allowed', 'Doorman', 'Nursery', 'Valet', 'Dogs Allowed', 'New Construction', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Dishwasher\n \n\nHardwood Floors', 'Renovated', 'Walk In Closet', 'Gym']",0.07,Financial District,6895,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0
Exchange Place,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Gym']",0.1,Financial District,2600,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Gold Street,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Gym']",0.13,Financial District,3986,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dutch Street,2.0,2,Manhattan,"['Laundry In Building', 'One Month Free', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Loft', 'Business Center', 'Granite Kitchen', 'Laundry In Unit', 'Storage Facility', 'Storage', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Nursery', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Walk In Closet', 'Gym']",0.07,Financial District,6895,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0
Exchange Place,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Gym']",0.1,Financial District,2600,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Gold Street,1.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Gym']",0.13,Financial District,3986,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GREAT 2 BED 2 BATH W 2 MONTHS ...,2.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit', 'Gym']",0.03,Financial District,5900,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
GREAT 2 BED 2 BATH W 2 MONTHS ...,2.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit', 'Gym']",0.03,Financial District,5900,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
GREAT 2 BED 2 BATH W 2 MONTHS ...,2.0,2,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit', 'Gym']",0.03,Financial District,5900,0,154213.0,37.5,10005.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Fulton,2.0,2,Manhattan,"['Laundry In Building', 'One Month Free', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Business Center', 'Granite Kitchen', 'Laundry In Unit', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'High Speed Internet', 'Marble Bath', 'Walk In Closet']",0.1,Financial District,5895,0,154213.0,37.5,10005.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0
