address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,median_income,percent_high_earner,zipcode,Cats_Allowed,Elevator,No_Fee,Dogs_Allowed,Laundry_In_Building,Doorman,Gym,Dishwasher,Hardwood_Floors,Renovated,Common_Outdoor_Space,High_Ceilings,Laundry_In_Unit,Granite_Kitchen,Marble_Bath,Parking,Pre_War,Valet,Eat_In_Kitchen,Walk_In_Closet,Deck,Lounge,Concierge,Storage_Facility,High_Speed_Internet,Studio,Brooklyn,Manhattan,Queens
Mott St.,1.0,1,Manhattan,"['No Fee', 'One Month Free', 'Diplomats Ok', 'Dishwasher', 'High Ceilings', 'Dogs Allowed', 'Hardwood Floors', 'Cats Allowed', 'Marble Bath', 'Pre War', 'Granite Kitchen', 'Renovated']",0.15,NoLita,3226,0,104561.0,22.7,10012.0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mott St.,1.0,1,Manhattan,"['No Fee', 'One Month Free', 'Diplomats Ok', 'Dishwasher', 'High Ceilings', 'Dogs Allowed', 'Hardwood Floors', 'Cats Allowed', 'Marble Bath', 'Pre War', 'Granite Kitchen', 'Renovated']",0.15,NoLita,3226,0,104561.0,22.7,10012.0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
279 Mott Street,1.0,1,Manhattan,"['No Fee', 'Diplomats Ok', 'Dogs Allowed', 'Dishwasher', 'Brownstone', 'Hardwood Floors', 'Cats Allowed', 'Marble Bath', 'Granite Kitchen', 'Renovated']",0.12,NoLita,3300,0,104561.0,22.7,10012.0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mott St.,1.0,1,Manhattan,"['No Fee', 'One Month Free', 'Diplomats Ok', 'Dishwasher', 'High Ceilings', 'Dogs Allowed', 'Hardwood Floors', 'Cats Allowed', 'Marble Bath', 'Pre War', 'Granite Kitchen', 'Renovated']",0.15,NoLita,3226,0,104561.0,22.7,10012.0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
279 Mott Street,1.0,1,Manhattan,"['No Fee', 'Diplomats Ok', 'Dogs Allowed', 'Dishwasher', 'Brownstone', 'Hardwood Floors', 'Cats Allowed', 'Marble Bath', 'Granite Kitchen', 'Renovated']",0.12,NoLita,3300,0,104561.0,22.7,10012.0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spring Street,1.0,1,Manhattan,"['High Ceilings', 'Hardwood Floors', 'Marble Bath', 'Pre War', 'Granite Kitchen', 'Renovated']",0.06,NoLita,3375,0,104561.0,22.7,10012.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mott Street,1.0,1,Manhattan,"['No Fee', 'Stainless Steel Appliances', 'Dogs Allowed', 'Cats Allowed', 'Wood Floors']",0.12,NoLita,3195,0,104561.0,22.7,10012.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mott Street,1.0,1,Manhattan,"['No Fee', 'Stainless Steel Appliances', 'Dogs Allowed', 'Cats Allowed', 'Wood Floors']",0.12,NoLita,3195,0,104561.0,22.7,10012.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
283 Mott St,1.0,1,Manhattan,"['No Fee', 'Cats Allowed', 'Dogs Allowed']",0.11,NoLita,2625,302,104561.0,22.7,10012.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Prince Street,1.0,1,Manhattan,"['No Fee', 'Dining Room', 'Dishwasher', 'Eat In Kitchen', 'High Ceilings', 'Hardwood Floors', 'Marble Bath', 'Pre War', 'Granite Kitchen', 'Laundry In Unit', 'Renovated']",0.13,NoLita,3188,0,104561.0,22.7,10012.0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Prince Street,1.0,1,Manhattan,"['No Fee', 'Dining Room', 'Dishwasher', 'Eat In Kitchen', 'High Ceilings', 'Hardwood Floors', 'Marble Bath', 'Pre War', 'Granite Kitchen', 'Laundry In Unit', 'Renovated']",0.13,NoLita,3188,0,104561.0,22.7,10012.0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Elizabeth Street,1.0,2,Manhattan,['Pre War'],0.17,NoLita,5700,0,104561.0,22.7,10012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Elizabeth Street,1.0,2,Manhattan,['Pre War'],0.17,NoLita,5700,0,104561.0,22.7,10012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mulberry Street,1.0,1,Manhattan,"['No Fee', 'Laundry In Building', 'Pet Friendly', 'Dogs Allowed', 'Guarantors Allowed', 'On Site Super', 'Cats Allowed', 'Available Immediately', 'Courtyard', 'Private Outdoor Space']",0.08,NoLita,2795,0,104561.0,22.7,10012.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
236 Mulberry St,1.0,1,Manhattan,"['Laundry In Building', 'Virtual Doorman', 'Dogs Allowed', 'Cats Allowed', 'Common Outdoor Space', 'By Owner', 'Private Outdoor Space']",0.08,NoLita,2795,0,104561.0,22.7,10012.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Broome St,1.0,2,Manhattan,['No Fee'],0.13,NoLita,3437,0,104561.0,22.7,10012.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
 Elizabeth street SOHO ,1.0,2,Manhattan,"['Laundry In Unit', 'Private Outdoor Space']",0.18,NoLita,4519,0,104561.0,22.7,10012.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
 Elizabeth street SOHO ,1.0,2,Manhattan,"['Laundry In Unit', 'Private Outdoor Space']",0.18,NoLita,4519,0,104561.0,22.7,10012.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
280 Mulberry St,1.0,2,Manhattan,"['Dogs Allowed', 'Cats Allowed', 'Common Outdoor Space', 'Private Outdoor Space']",0.08,NoLita,3469,0,104561.0,22.7,10012.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mott Street,1.0,1,Manhattan,"['No Fee', 'Diplomats Ok', 'Dogs Allowed', 'Dishwasher', 'Brownstone', 'Hardwood Floors', 'Cats Allowed', 'Renovated']",0.11,NoLita,2650,0,104561.0,22.7,10012.0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mott Street,1.0,1,Manhattan,['No Fee'],0.12,NoLita,2650,0,104561.0,22.7,10012.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mott Street,1.0,1,Manhattan,"['No Fee', 'Stainless Steel Appliances', 'Dishwasher', 'High Ceilings', 'Hardwood Floors', 'Microwave', 'Open Kitchen', 'Loft', 'Marble Bath', 'Open View', 'Granite Kitchen', 'Renovated', 'Walk In Closet']",0.12,NoLita,2600,0,104561.0,22.7,10012.0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Elizabeth St.,1.0,2,Manhattan,"['High Ceilings', 'Brownstone', 'Hardwood Floors', 'Open View', 'Pre War', 'Granite Kitchen', 'Laundry In Unit', 'Balcony', 'Diplomats Ok', 'Cats Allowed', 'Outdoor Space', 'Dogs Allowed', 'Dishwasher', 'Original Details', 'No Fee', 'Marble Bath', 'Renovated']",0.18,NoLita,4500,0,104561.0,22.7,10012.0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
283 Mott Street,1.0,1,Manhattan,"['Elevator', 'Storage Room', 'Dishwasher', 'Duplex', 'Laundry Room', 'Doorman', 'Outdoor Space', 'Extra Room', 'Parking']",0.12,NoLita,2595,0,104561.0,22.7,10012.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Mulberry Street,1.0,1,Manhattan,"['Live In Super', 'Dishwasher']",0.09,NoLita,3025,0,104561.0,22.7,10012.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Prince Street,2.0,3,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'Convertible', 'Renovated', 'Walk In Closet']",0.1,NoLita,6000,0,104561.0,22.7,10012.0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Prince Street,2.0,3,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'Convertible', 'Renovated', 'Walk In Closet']",0.1,NoLita,6000,0,104561.0,22.7,10012.0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
50 Prince St,1.0,2,Manhattan,"['Elevator', 'Laundry In Building', 'Virtual Doorman', 'Dishwasher', 'Renovated', 'Heat/Hot Water Included']",0.1,NoLita,4650,0,104561.0,22.7,10012.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mott Street,1.0,1,Manhattan,['Pre War'],0.12,NoLita,3375,0,104561.0,22.7,10012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mott Street,1.0,1,Manhattan,['Pre War'],0.12,NoLita,3375,0,104561.0,22.7,10012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mott Street,1.0,1,Manhattan,"['One Month Free', 'Diplomats Ok', 'Dishwasher', 'High Ceilings', 'Brownstone', 'Hardwood Floors', 'Dogs Allowed', 'Cats Allowed', 'Marble Bath', 'Pre War', 'Granite Kitchen', 'Laundry In Unit', 'Renovated', 'Walk In Closet']",0.16,NoLita,3495,0,104561.0,22.7,10012.0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
283 Mott St,1.0,1,Manhattan,['No Fee'],0.12,NoLita,2675,0,104561.0,22.7,10012.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
283 Mott St,1.0,1,Manhattan,['No Fee'],0.12,NoLita,2675,0,104561.0,22.7,10012.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
284 Mott Street,1.0,1,Manhattan,"['Elevator', 'Laundry In Building', 'Virtual Doorman', 'Dishwasher', 'Outdoor Areas', 'Renovated', 'Heat/Hot Water Included']",0.11,NoLita,3850,0,104561.0,22.7,10012.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
284 Mott Street,1.0,1,Manhattan,"['Elevator', 'Laundry In Building', 'Virtual Doorman', 'Dishwasher', 'Outdoor Areas', 'Renovated', 'Heat/Hot Water Included']",0.11,NoLita,2795,0,104561.0,22.7,10012.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Spring Street,1.0,1,Manhattan,"['High Ceilings', 'Hardwood Floors', 'Marble Bath', 'Pre War', 'Granite Kitchen', 'Renovated']",0.06,NoLita,2750,0,104561.0,22.7,10012.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Mott Street,1.0,1,Manhattan,"['No Fee', 'Dishwasher', 'Hardwood Floors', 'Marble Bath', 'Granite Kitchen', 'Laundry In Unit', 'Renovated', 'Walk In Closet']",0.16,NoLita,3334,0,104561.0,22.7,10012.0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Prince Street,1.0,1,Manhattan,"['No Fee', 'Elevator', 'Laundry In Building', 'Dishwasher', 'High Ceilings', 'Live In Super', 'Granite Kitchen', 'Renovated']",0.1,NoLita,3325,0,104561.0,22.7,10012.0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mott St,1.0,1,Manhattan,"['Cats Allowed', 'Laundry In Unit', 'Dogs Allowed']",0.09,NoLita,3800,0,104561.0,22.7,10012.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Prince Street,1.0,1,Manhattan,"['One Month Free', 'Diplomats Ok', 'Dogs Allowed', 'Dishwasher', 'Brownstone', 'Hardwood Floors', 'Microwave', 'Cats Allowed', 'Marble Bath', 'Pre War', 'Granite Kitchen', 'Laundry In Unit']",0.14,NoLita,3504,0,104561.0,22.7,10012.0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Prince St,1.0,1,Manhattan,"['No Fee', 'Dogs Allowed', 'Dishwasher', 'High Ceilings', 'Hardwood Floors', 'Microwave', 'Cats Allowed', 'Marble Bath', 'Granite Kitchen', 'Laundry In Unit', 'Newly Renovated']",0.13,NoLita,3504,0,104561.0,22.7,10012.0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Elizabeth St,1.0,2,Manhattan,"['No Fee', 'Stainless Steel Appliances', 'Dogs Allowed', 'High Ceilings', 'Hardwood Floors', 'Microwave', 'Cats Allowed', 'Marble Bath', 'Wine Cooler', 'Granite Kitchen', 'Laundry In Unit', 'Newly Renovated']",0.18,NoLita,4519,0,104561.0,22.7,10012.0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75 Clinton Street,1.0,2,Brooklyn,"['Dining Room', 'High Ceilings', 'Pre War', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Balcony', 'Diplomats Ok', 'Cats Allowed', 'Doorman', 'Outdoor Space', 'Dogs Allowed', 'Dishwasher', 'Deck', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Marble Bath', 'Renovated', 'Walk In Closet', 'Gym']",0.04,Brooklyn Heights,6700,0,116446.0,26.8,11201.0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
15 Bridge Park Drive,2.0,3,Brooklyn,"['Elevator', 'Laundry In Building', 'Storage Facility', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit', 'Gym']",0.46,Brooklyn Heights,7565,0,116446.0,26.8,11201.0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
168 State Street,1.0,3,Brooklyn,"['Laundry In Building', 'Reduced Fee', 'Private Outdoor Space']",0.21,Brooklyn Heights,4445,0,116446.0,26.8,11201.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Front Street,2.0,2,Brooklyn,"['No Fee', 'Elevator', 'Dishwasher', 'High Ceilings', 'Hardwood Floors', 'Marble Bath', 'Granite Kitchen', 'Laundry In Unit', 'Renovated', 'Walk In Closet']",0.26,Brooklyn Heights,4858,0,116446.0,26.8,11201.0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
116 Henry St,1.0,1,Brooklyn,['Laundry In Unit'],0.03,Brooklyn Heights,2350,600,116446.0,26.8,11201.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
269 Henry St,1.0,2,Brooklyn,"['No Fee', 'Dogs Allowed', 'Cats Allowed', 'Laundry In Unit', 'Private Outdoor Space']",0.21,Brooklyn Heights,3750,0,116446.0,26.8,11201.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Montague Street,1.0,1,Brooklyn,"['Elevator', 'Storage', 'Dogs Allowed', 'Hardwood Floors', 'Deck', 'Cats Allowed', 'Outdoor Space', 'Marble Bath', 'Garden/Patio', 'Pre War', 'Granite Kitchen', 'Renovated']",0.23,Brooklyn Heights,2200,550,116446.0,26.8,11201.0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Joralemon Street,1.0,1,Brooklyn,[],0.35,Brooklyn Heights,2100,0,116446.0,26.8,11201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
269 Henry St,1.0,2,Brooklyn,"['Laundry In Building', 'Dogs Allowed', 'Cats Allowed', 'Laundry In Unit', 'Private Outdoor Space']",0.21,Brooklyn Heights,3750,0,116446.0,26.8,11201.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Joralemon Street,1.0,1,Brooklyn,[],0.35,Brooklyn Heights,2100,0,116446.0,26.8,11201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Front Street,1.0,1,Brooklyn,"['Laundry In Building', 'One Month Free', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Loft', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Balcony', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Outdoor Space', 'Nursery', 'Valet', 'Private Deck', 'Dishwasher', 'New Construction', 'Dogs Allowed', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Walk In Closet', 'Gym', 'Parking']",0.26,Brooklyn Heights,4895,0,116446.0,26.8,11201.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0
145 Atlantic Avenue,1.0,1,Brooklyn,"['Cats Allowed', 'Dogs Allowed']",0.29,Brooklyn Heights,3200,0,116446.0,26.8,11201.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172 Montague St,1.0,1,Brooklyn,"['No Fee', 'Elevator', 'Parking Space', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit']",0.03,Brooklyn Heights,3923,700,116446.0,26.8,11201.0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172 Montague St,1.0,1,Brooklyn,"['No Fee', 'Elevator', 'Parking Space', 'Dogs Allowed', 'Cats Allowed', 'Doorman', 'Common Outdoor Space', 'Laundry In Unit']",0.03,Brooklyn Heights,2800,505,116446.0,26.8,11201.0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Columbia Place,1.0,1,Brooklyn,"['Cats Allowed', 'Dogs Allowed']",0.38,Brooklyn Heights,2100,0,116446.0,26.8,11201.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75 Pineapple,1.0,1,Brooklyn,"['Laundry In Building', 'Cats Allowed']",0.06,Brooklyn Heights,1995,0,116446.0,26.8,11201.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Henry street,1.0,2,Brooklyn,"['Reduced Fee', 'Laundry In Unit', 'Private Outdoor Space']",0.21,Brooklyn Heights,3750,900,116446.0,26.8,11201.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Henry Street,1.0,1,Brooklyn,"['Cats Allowed', 'Doorman']",0.21,Brooklyn Heights,2175,0,116446.0,26.8,11201.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
168 State St,2.0,2,Brooklyn,"['Cats Allowed', 'Dogs Allowed']",0.2,Brooklyn Heights,4445,0,116446.0,26.8,11201.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Court Street,2.0,2,Brooklyn,"['Laundry In Building', 'One Month Free', 'Virtual Doorman', 'Dining Room', 'High Ceilings', 'Hardwood Floors', 'Pre War', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Diplomats Ok', 'Furnished', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Garden/Patio', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'Terrace', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Receiving Room', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Swimming Pool', 'Gym', 'Parking']",0.18,Brooklyn Heights,5900,10,116446.0,26.8,11201.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
69 Carlton Avenue,3.0,4,Brooklyn,"['No Fee', 'Laundry In Building', 'Cats Allowed', 'Laundry In Unit', 'Private Outdoor Space']",0.57,Fort Greene,6800,0,99085.0,22.3,11217.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Flatbush Avenue,1.0,1,Brooklyn,"['Laundry In Building', 'One Month Free', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Loft', 'Business Center', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Nursery', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Walk In Closet', 'Gym']",0.01,Fort Greene,2295,0,99085.0,22.3,11217.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0
Flatbush Avenue,1.0,1,Brooklyn,"['Laundry In Building', 'One Month Free', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Loft', 'Business Center', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Nursery', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Walk In Closet', 'Gym']",0.01,Fort Greene,2295,0,99085.0,22.3,11217.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0
Flatbush Avenue,1.0,1,Brooklyn,"['Laundry In Building', 'One Month Free', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Loft', 'Business Center', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Nursery', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Walk In Closet', 'Gym']",0.01,Fort Greene,2295,0,99085.0,22.3,11217.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0
Flatbush Avenue,1.0,1,Brooklyn,"['Laundry In Building', 'One Month Free', 'Dining Room', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Loft', 'Business Center', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Eat In Kitchen', 'Cats Allowed', 'Doorman', 'Nursery', 'Valet', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Bicycle Room', 'Stainless Steel Appliances', 'Receiving Room', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Walk In Closet', 'Gym']",0.01,Fort Greene,2295,0,99085.0,22.3,11217.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0
Dekalb Ave.,1.0,1,Brooklyn,"['Laundry In Building', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Cats Allowed', 'Doorman', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Stainless Steel Appliances', 'Microwave', 'Open Kitchen', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Gym', 'Parking']",0.11,Fort Greene,3375,0,99085.0,22.3,11217.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0
Dekalb Ave.,1.0,1,Brooklyn,"['Laundry In Building', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Cats Allowed', 'Doorman', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Stainless Steel Appliances', 'Microwave', 'Open Kitchen', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Gym', 'Parking']",0.11,Fort Greene,3375,0,99085.0,22.3,11217.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0
Dekalb Ave.,1.0,1,Brooklyn,"['Laundry In Building', 'Lounge', 'High Ceilings', 'Hardwood Floors', 'Granite Kitchen', 'Laundry In Unit', 'Storage', 'Cats Allowed', 'Doorman', 'Dogs Allowed', 'Dishwasher', 'New Construction', 'Deck', 'Common Outdoor Space', 'No Fee', 'Elevator', 'Stainless Steel Appliances', 'Microwave', 'Open Kitchen', 'High Speed Internet', 'Marble Bath', 'Wheelchair Access', 'Renovated', 'Gym', 'Parking']",0.11,Fort Greene,3375,0,99085.0,22.3,11217.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0
