address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,median_income,percent_high_earner,zipcode
Ludlow St,1.0,2,Manhattan,"['Laundry in Unit', 'Granite Kitchen', 'High Ceilings', 'Laundry In Unit', 'Dishwasher', 'Marble Bath', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.12,Lower East Side,3483,0,35449.0,6.4,10002.0
179 Essex,1.0,2,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Dogs Allowed', 'Laundry In Unit', 'No Fee']",0.2,Lower East Side,4150,0,35449.0,6.4,10002.0
85 Pitt Street,1.0,2,Manhattan,['Floorplans Available'],0.25,Lower East Side,2950,0,35449.0,6.4,10002.0
85 Pitt Street,1.0,2,Manhattan,['Floorplans Available'],0.25,Lower East Side,2950,0,35449.0,6.4,10002.0
1200 sq ft LES light filled lo...,2.0,2,Manhattan ,"['olympic sized pool!', 'Private Outdoor Space', 'Featured', 'Fitness Center', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.44,Lower East Side,3300,0,35449.0,6.4,10002.0
Ludlow St,1.0,3,Manhattan,['Featured'],0.18,Lower East Side,4595,0,35449.0,6.4,10002.0
Ludlow St,1.0,3,Manhattan,['Featured'],0.18,Lower East Side,4595,0,35449.0,6.4,10002.0
125 Delancey St,2.0,2,Manhattan,"['Cats Allowed', 'Dogs Allowed', 'No Fee', 'Floorplans Available', 'Exclusive']",0.12,Lower East Side,5781,0,35449.0,6.4,10002.0
101 Delancey St.,1.0,2,Manhattan,['No Fee'],0.04,Lower East Side,3200,0,35449.0,6.4,10002.0
101 Delancey St.,1.0,2,Manhattan,['No Fee'],0.04,Lower East Side,3200,0,35449.0,6.4,10002.0
177 Ludlow St.,2.0,Room,Manhattan,"['Laundry in Unit', 'Furnished', 'No Fee']",0.15,Lower East Side,1660,0,35449.0,6.4,10002.0
Ludlow Street,1.0,2,Manhattan,"['Pre-War', 'Laundry in Unit', 'Granite Kitchen', 'High Ceilings', 'Fitness Center', 'Pre-war', 'Laundry In Unit', 'Eat In Kitchen', 'Dishwasher', 'Light', 'Marble Bath', 'No Fee', 'Floorplans Available', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'Virtual Doorman']",0.14,Lower East Side,3937,0,35449.0,6.4,10002.0
85 Pitt St,1.0,2,Manhattan,"['Cats Allowed', 'Dogs Allowed', 'By Owner', 'No Fee', 'Floorplans Available', 'Common Outdoor Space', 'Laundry In Building', 'Exclusive']",0.25,Lower East Side,2850,650,35449.0,6.4,10002.0
Ludlow St,1.0,1,Manhattan,[],0.17,Lower East Side,2295,0,35449.0,6.4,10002.0
Norfolk Street,1.0,1,Manhattan,"['Granite Kitchen', 'High Ceilings', 'Marble Bath', 'Renovated', 'Light', 'Hardwood Floors']",0.04,Lower East Side,2584,0,35449.0,6.4,10002.0
Norfolk Street,1.0,1,Manhattan,"['Granite Kitchen', 'High Ceilings', 'Marble Bath', 'Renovated', 'Light', 'Hardwood Floors']",0.04,Lower East Side,2584,0,35449.0,6.4,10002.0
Attorney Street,3.0,6,Manhattan,"['Dining Room', 'Cats Allowed', 'Featured', 'Garden/patio', 'Walk In Closet', 'Outdoor Space', 'Dishwasher', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Marble Bath', 'Subway', 'Loft', 'Pre-war', 'Laundry In Unit', 'Open View', 'No Fee', 'Pre-War', 'Laundry in Unit', 'Brownstone', 'Park View', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors', 'City View']",0.23,Lower East Side,10000,0,35449.0,6.4,10002.0
Rivington,1.0,3,Manhattan,"['Laundry in Unit', 'Dining Room', 'Granite Kitchen', 'High Ceilings', 'Laundry In Unit', 'Eat In Kitchen', 'Dishwasher', 'Light', 'Marble Bath', 'No Fee', 'Floorplans Available', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.43,Lower East Side,4144,0,35449.0,6.4,10002.0
Ridge Street,1.0,2,Manhattan,"['Original Details', 'Cats Allowed', 'Dishwasher', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Marble Bath', 'Subway', 'Loft', 'Pre-war', 'Laundry In Unit', 'Open View', 'No Fee', 'Pre-War', 'Laundry in Unit', 'Brownstone', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.24,Lower East Side,4495,0,35449.0,6.4,10002.0
Ridge Street,1.0,3,Manhattan,"['Pre-War', 'Laundry in Unit', 'Original Details', 'Cats Allowed', 'Granite Kitchen', 'High Ceilings', 'Brownstone', 'Dogs Allowed', 'Pre-war', 'Laundry In Unit', 'Dishwasher', 'Marble Bath', 'No Fee', 'Renovated', 'Light', 'Hardwood Floors', 'Subway']",0.24,Lower East Side,4519,0,35449.0,6.4,10002.0
Ridge Street,1.0,3,Manhattan,"['Pre-War', 'Laundry in Unit', 'Original Details', 'Cats Allowed', 'Granite Kitchen', 'High Ceilings', 'Brownstone', 'Dogs Allowed', 'Pre-war', 'Laundry In Unit', 'Dishwasher', 'Marble Bath', 'No Fee', 'Renovated', 'Light', 'Hardwood Floors', 'Subway']",0.24,Lower East Side,4519,0,35449.0,6.4,10002.0
Rivington Street,2.0,3,Manhattan,"['Pre-War', 'Laundry in Unit', 'Cats Allowed', 'Featured', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Laundry In Unit', 'Pre-war', 'Dishwasher', 'Marble Bath', 'Diplomats Ok', 'No Fee', 'Renovated', 'Subway', 'Hardwood Floors', 'Laundry In Building']",0.43,Lower East Side,5627,0,35449.0,6.4,10002.0
Pitt Street,1.0,2,Manhattan,"['Pre-War', 'Cats Allowed', 'Featured', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Brownstone', 'Dogs Allowed', 'Pre-war', 'Dishwasher', 'Marble Bath', 'No Fee', 'Renovated', 'Light', 'Hardwood Floors', 'Laundry In Building', 'Subway']",0.25,Lower East Side,2950,0,35449.0,6.4,10002.0
Pitt Street,1.0,2,Manhattan,"['Pre-War', 'Cats Allowed', 'Dogs Allowed', 'Pre-war', 'Dishwasher', 'No Fee', 'Common Outdoor Space', 'Laundry In Building']",0.26,Lower East Side,2950,0,35449.0,6.4,10002.0
Pitt Street,1.0,2,Manhattan,"['Pre-War', 'Cats Allowed', 'Dogs Allowed', 'Pre-war', 'Dishwasher', 'No Fee', 'Common Outdoor Space', 'Laundry In Building']",0.26,Lower East Side,2950,0,35449.0,6.4,10002.0
Stanton Street,2.0,3Flex 4 ,Manhattan,"['Cats Allowed', 'Convertible', 'Dishwasher', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Marble Bath', 'Elevator', 'Subway', 'Pre-war', 'Laundry In Unit', 'Open View', 'No Fee', 'Pre-War', 'Laundry in Unit', 'Brownstone', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.24,Lower East Side,4600,0,35449.0,6.4,10002.0
Ridge Street,1.0,2,Manhattan,"['High Ceilings', 'Dishwasher', 'Hardwood Floors']",0.29,Lower East Side,3595,0,35449.0,6.4,10002.0
195 Stanton Street,2.0,3,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Featured', 'Dogs Allowed', 'Laundry In Unit', 'No Fee', 'Elevator']",0.24,Lower East Side,5534,0,35449.0,6.4,10002.0
Stanton Street,2.0,5,Manhattan,"['Cats Allowed', 'Dishwasher', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Marble Bath', 'Elevator', 'Subway', 'Pre-war', 'Laundry In Unit', 'Open View', 'No Fee', 'Floorplans Available', 'Pre-War', 'Laundry in Unit', 'Brownstone', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.24,Lower East Side,7000,0,35449.0,6.4,10002.0
25 Clinton St Unit #203,1.0,Studio,Manhattan,[],0.22,Lower East Side,2250,0,35449.0,6.4,10002.0
25 Clinton St Unit #203,1.0,Studio,Manhattan,[],0.22,Lower East Side,2250,0,35449.0,6.4,10002.0
156 Orchard Street,1.0,Studio,Manhattan,"['Exclusive', 'Featured', 'No Fee']",0.16,Lower East Side,1995,0,35449.0,6.4,10002.0
Essex Street,1.0,2,Manhattan,"['Elevator', 'Hardwood Floors', 'No Fee']",0.13,Lower East Side,3100,0,35449.0,6.4,10002.0
Lower East Side,2.0,4,Manhattan,"['New Construction', 'Laundry in Unit', 'Dining Room', 'Granite Kitchen', 'Stainless Steel Appliances', 'Walk In Closet', 'One Month Free', 'Laundry In Unit', 'Eat In Kitchen', 'Dishwasher', 'Marble Bath', 'Open Kitchen', 'No Fee', 'Renovated', 'Light', 'Hardwood Floors', 'Microwave']",0.17,Lower East Side,7425,0,35449.0,6.4,10002.0
Ludlow Street,1.0,1,Manhattan,"['Granite Kitchen', 'High Ceilings', 'Light\n \n\nRenovated', 'Dishwasher', 'Floorplans Available', 'Hardwood Floors']",0.16,Lower East Side,3000,0,35449.0,6.4,10002.0
Ludlow Street,1.0,1,Manhattan,"['Granite Kitchen', 'High Ceilings', 'Light\n \n\nRenovated', 'Dishwasher', 'Floorplans Available', 'Hardwood Floors']",0.16,Lower East Side,3000,0,35449.0,6.4,10002.0
Delancey Street,2.0,2Flex 3 ,Manhattan,"['New Construction', 'Dining Room', 'Cats Allowed', 'Convertible', 'Walk In Closet', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Laundry In Building', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'One Month Free', 'Dogs Allowed', 'Doorman', 'Nursery', 'Storage', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Garage', 'Loft', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Floorplans Available', 'Deck', 'Receiving Room', 'Business Center', 'Laundry in Unit', 'Valet', 'Eat In Kitchen', 'Renovated', 'High Speed Internet', 'Hardwood Floors']",0.12,Lower East Side,5500,0,35449.0,6.4,10002.0
Clinton Street,2.0,4,Manhattan,"['Cats Allowed', 'Walk In Closet', 'Dishwasher', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'One Month Free', 'Dogs Allowed\n \n\nDining Room', 'Marble Bath', 'Subway', 'Loft', 'Laundry In Unit', 'Pre-war', 'No Fee', 'Pre-War', 'Laundry in Unit', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.17,Lower East Side,7295,0,35449.0,6.4,10002.0
145 Attorney Street,3.0,Studio,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Private Outdoor Space', 'Dogs Allowed', 'Laundry In Unit', 'No Fee', 'Floorplans Available']",0.23,Lower East Side,8995,0,35449.0,6.4,10002.0
145 Attorney Street,3.0,Studio,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Private Outdoor Space', 'Dogs Allowed', 'Laundry In Unit', 'No Fee', 'Floorplans Available']",0.23,Lower East Side,8995,0,35449.0,6.4,10002.0
145 Attorney Street,3.0,Studio,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Private Outdoor Space', 'Dogs Allowed', 'Laundry In Unit', 'No Fee', 'Floorplans Available']",0.23,Lower East Side,8995,0,35449.0,6.4,10002.0
Rivington St,2.0,3,Manhattan,"['Pre-War', 'Laundry in Unit', 'Cats Allowed', 'Dogs Allowed', 'Dishwasher']",0.11,Lower East Side,6096,0,35449.0,6.4,10002.0
East Houston Street,2.0,3,Manhattan,"['New Construction', 'Cats Allowed', 'Dishwasher', 'Light', 'Common Outdoor Space', 'Diplomats Ok', 'Laundry In Building', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Doorman', 'Marble Bath', 'Elevator', 'Lounge', 'Subway', 'Bicycle Room', 'Wheelchair Access', 'Fitness Center', 'Laundry In Unit', 'No Fee', 'Floorplans Available', 'Deck', 'Receiving Room', 'Business Center', 'Laundry in Unit', 'Renovated', 'High Speed Internet', 'Hardwood Floors', 'Virtual Doorman']",0.32,Lower East Side,6060,0,35449.0,6.4,10002.0
Ridge Street,2.0,4,Manhattan,"['Laundry in Unit', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Wine Cooler', 'Laundry In Unit', 'Dishwasher', 'Marble Bath', 'Newly Renovated', 'No Fee', 'Private Deck', 'Hardwood Floors', 'Microwave']",0.27,Lower East Side,7380,0,35449.0,6.4,10002.0
Stanton Street,2.0,4,Manhattan,"['Dining Room', 'Cats Allowed', 'Dishwasher', 'Laundry In Building', 'Duplex', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Marble Bath', 'Elevator', 'Subway', 'Pre-war', 'Laundry In Unit', 'Open View', 'No Fee', 'Floorplans Available', 'Pre-War', 'Laundry in Unit', 'Brownstone', 'Eat In Kitchen', 'Renovated', 'Light', 'Hardwood Floors']",0.24,Lower East Side,6300,0,35449.0,6.4,10002.0
109 Ludlow Street,1.0,2,Manhattan,"['Pre-War', 'Cats Allowed', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Pre-war', 'Marble Bath', 'Renovated', 'Light', 'Hardwood Floors', 'Exclusive']",0.07,Lower East Side,3100,0,35449.0,6.4,10002.0
109 Ludlow Street,1.0,2,Manhattan,"['Pre-War', 'Cats Allowed', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Pre-war', 'Marble Bath', 'Renovated', 'Light', 'Hardwood Floors', 'Exclusive']",0.07,Lower East Side,3100,0,35449.0,6.4,10002.0
Ludlow St,1.0,2,Manhattan,"['Laundry in Unit', 'Granite Kitchen', 'High Ceilings', 'Laundry In Unit', 'Dishwasher', 'Marble Bath', 'Eat In Kitchen', 'Floorplans Available', 'Renovated', 'Light', 'Hardwood Floors']",0.12,Lower East Side,3733,0,35449.0,6.4,10002.0
154 E 7th St,1.0,1,Manhattan,"['Cats Allowed', 'Featured', 'Dogs Allowed', 'Dishwasher', 'No Fee', 'Exclusive']",0.39,Alphabet City,3695,0,35449.0,6.4,10002.0
E Houston Street,1.0,1,Manhattan,"['Granite Kitchen', 'Walk In Closet', 'Marble Bath', 'Renovated', 'Light', 'Hardwood Floors']",0.25,Alphabet City,4150,0,35449.0,6.4,10002.0
East 12th Street,1.0,2,Manhattan,"['Laundry in Unit', 'Granite Kitchen', 'High Ceilings', 'Laundry In Unit', 'Dishwasher', 'Marble Bath', 'Renovated', 'Light', 'Hardwood Floors']",0.16,Alphabet City,3650,0,35449.0,6.4,10002.0
East 12th Street,1.0,2,Manhattan,"['Laundry in Unit', 'Granite Kitchen', 'High Ceilings', 'Laundry In Unit', 'Dishwasher', 'Marble Bath', 'Renovated', 'Light', 'Hardwood Floors']",0.16,Alphabet City,3650,0,35449.0,6.4,10002.0
East 12th Street,1.0,2,Manhattan,"['Laundry in Unit', 'Granite Kitchen', 'High Ceilings', 'Laundry In Unit', 'Dishwasher', 'Marble Bath', 'Renovated', 'Light', 'Hardwood Floors']",0.16,Alphabet City,3650,0,35449.0,6.4,10002.0
East 12th Street,1.0,2,Manhattan,"['Laundry in Unit', 'Granite Kitchen', 'High Ceilings', 'Laundry In Unit', 'Dishwasher', 'Marble Bath', 'Renovated', 'Light', 'Hardwood Floors']",0.16,Alphabet City,3650,0,35449.0,6.4,10002.0
520 East 14th Street,1.0,2,Manhattan,"['Cats Allowed', 'Exclusive', 'Dogs Allowed']",0.15,Alphabet City,3000,0,35449.0,6.4,10002.0
E 8th St,2.0,2,Manhattan,"['Elevator', 'Laundry In Building', 'Featured', 'No Fee']",0.45,Alphabet City,4366,0,35449.0,6.4,10002.0
Ave. B,2.0,3,Manhattan,"['Laundry in Unit', 'Original Details', 'Cats Allowed', 'Granite Kitchen', 'High Ceilings', 'Brownstone', 'Dogs Allowed', 'Laundry In Unit', 'Outdoor Space', 'Dishwasher', 'Marble Bath', 'No Fee', 'Renovated', 'Light', 'Hardwood Floors', 'Balcony', 'Subway']",0.24,Alphabet City,5445,0,35449.0,6.4,10002.0
181 Avenue B,1.0,2,Manhattan,"['Featured', 'High Ceilings', 'Open View', 'Marble Bath', 'Renovated', 'Light', 'Hardwood Floors', 'Exclusive', 'Subway']",0.27,Alphabet City,3199,0,35449.0,6.4,10002.0
27 Avenue C,1.0,1,Manhattan,"['Cats Allowed', 'Exclusive', 'Dogs Allowed']",0.4,Alphabet City,3120,0,35449.0,6.4,10002.0
154 E 7th St,2.0,1,Manhattan,"['Cats Allowed', 'Featured', 'Exposed Brick', 'Dogs Allowed', 'Dishwasher', 'No Fee', 'Renovated', 'Exclusive']",0.39,Alphabet City,4350,0,35449.0,6.4,10002.0
East 6th Street,2.0,3,Manhattan,"['New Construction', 'Bicycle Room', 'Cats Allowed', 'Lounge', 'Valet', 'Fitness Center', 'Dogs Allowed', 'Doorman', 'Concierge', 'Storage', 'Elevator', 'Deck', 'Common Outdoor Space', 'Laundry In Building', 'Receiving Room', 'Subway']",0.57,Alphabet City,5993,0,35449.0,6.4,10002.0
East 14th Street,1.0,1,Manhattan,"['Pre-War', 'Pre-war', 'Featured']",0.33,Alphabet City,2125,0,35449.0,6.4,10002.0
East 14th Street,1.0,1,Manhattan,"['Pre-War', 'Pre-war', 'Featured']",0.33,Alphabet City,2125,0,35449.0,6.4,10002.0
East 14th Street,1.0,1,Manhattan,"['Pre-War', 'Pre-war', 'Featured']",0.33,Alphabet City,2125,0,35449.0,6.4,10002.0
506 East 5th Street,1.0,1,Manhattan,"['Pre-War', 'Featured', 'Pre-war', 'Open View', 'Light', 'Renovated', 'Common Outdoor Space', 'Hardwood Floors', 'Exclusive', 'Subway']",0.32,Alphabet City,1890,0,35449.0,6.4,10002.0
506 East 5th Street,1.0,1,Manhattan,"['Pre-War', 'Featured', 'Pre-war', 'Open View', 'Light', 'Renovated', 'Common Outdoor Space', 'Hardwood Floors', 'Exclusive', 'Subway']",0.32,Alphabet City,1890,0,35449.0,6.4,10002.0
Ave B,1.0,1,Manhattan,"['Featured', 'Bike Storage', 'No Fee', 'Elevator', 'Laundry In Building']",0.38,Alphabet City,3295,0,35449.0,6.4,10002.0
 14th Street & Avenue A,2.0,3,Manhattan,"['Storage Facility', 'Laundry in Unit', 'Cats Allowed', 'Featured', 'Private Outdoor Space', 'Fitness Center', 'Laundry In Unit', 'Dogs Allowed', 'Doorman', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.11,Alphabet City,9996,0,35449.0,6.4,10002.0
E 11th St..,1.0,3,Manhattan,"['Laundry in Unit', 'Featured', 'Laundry In Unit', 'Renovated', 'Hardwood Floors', 'Laundry In Building']",0.37,Alphabet City,3900,0,35449.0,6.4,10002.0
190 East 2nd Street,1.0,2,Manhattan,"['Dishwasher', 'Cats Allowed', 'Dogs Allowed']",0.32,Alphabet City,3950,0,35449.0,6.4,10002.0
E 2nd St.,1.0,2,Manhattan,"['Cats Allowed', 'Featured', 'Dogs Allowed', 'Dishwasher', 'Diplomats Ok', 'No Fee', 'Elevator', 'Renovated', 'Common Outdoor Space', 'Laundry In Building']",0.42,Alphabet City,3050,0,35449.0,6.4,10002.0
545 E 12th,1.0,1,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Featured', 'Private Outdoor Space', 'Laundry In Unit', 'No Fee', 'Elevator', 'Common Outdoor Space', 'Laundry In Building', 'Exclusive']",0.21,Alphabet City,3295,0,35449.0,6.4,10002.0
East Village,1.0,1,Manhattan,"['Cats Allowed', 'Featured', 'Dogs Allowed', 'Floorplans Available']",0.22,Alphabet City,1925,0,35449.0,6.4,10002.0
611 East 11th Street,1.0,2,Manhattan,"['Cats Allowed', 'Featured', 'Dogs Allowed', 'No Fee', 'Elevator', 'Exclusive']",0.3,Alphabet City,2875,0,35449.0,6.4,10002.0
611 East 11th Street,1.0,2,Manhattan,"['Cats Allowed', 'Featured', 'Dogs Allowed', 'No Fee', 'Elevator', 'Exclusive']",0.3,Alphabet City,2875,0,35449.0,6.4,10002.0
545 East 12th St,1.0,1,Manhattan,"['Laundry in Unit', 'No Fee']",0.21,Alphabet City,3295,0,35449.0,6.4,10002.0
545 East 12th St,1.0,1,Manhattan,"['Laundry in Unit', 'No Fee']",0.21,Alphabet City,3295,0,35449.0,6.4,10002.0
60 Ave. B,1.0,3,Manhattan,"['Laundry in Unit', 'Laundry In Building', 'Laundry In Unit']",0.38,Alphabet City,4995,0,35449.0,6.4,10002.0
60 Ave. B,1.0,3,Manhattan,"['Laundry in Unit', 'Laundry In Building', 'Laundry In Unit']",0.38,Alphabet City,4995,0,35449.0,6.4,10002.0
Avenue B,1.0,2,Manhattan,"['Laundry in Unit', ' No Fee', 'Cats Allowed', 'Featured', 'Dogs Allowed', 'Laundry In Unit', 'No Fee', 'Laundry In Building']",0.38,Alphabet City,3596,0,35449.0,6.4,10002.0
185 East 3rd Street,1.0,5,Manhattan,"['Laundry in Unit', 'Reduced Fee', 'Laundry In Unit', 'Dishwasher', 'Elevator']",0.32,Alphabet City,5995,0,35449.0,6.4,10002.0
East 3rd st,2.0,3,Manhattan,"['Cats Allowed', 'Elevator', 'Laundry In Building', 'Dogs Allowed']",0.3,Alphabet City,5495,0,35449.0,6.4,10002.0
East 3rd st,2.0,3,Manhattan,"['Cats Allowed', 'Elevator', 'Laundry In Building', 'Dogs Allowed']",0.3,Alphabet City,5495,0,35449.0,6.4,10002.0
185 Avenue C,1.0,2,Manhattan,['No Fee'],0.37,Alphabet City,3295,0,35449.0,6.4,10002.0
185 Avenue C,1.0,2,Manhattan,['No Fee'],0.37,Alphabet City,3295,0,35449.0,6.4,10002.0
60 Ave. B,2.0,2,Manhattan,"['Laundry in Unit', 'Laundry In Unit', 'No Fee']",0.38,Alphabet City,3895,0,35449.0,6.4,10002.0
190 E 2nd St,2.0,3,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Private Outdoor Space', 'Dogs Allowed', 'Laundry In Unit', 'By Owner', 'No Fee', 'Exclusive']",0.32,Alphabet City,6000,0,35449.0,6.4,10002.0
East 11th Street,1.0,2,Manhattan,"['Pre-War', 'Cats Allowed', 'Dogs Allowed', 'Floorplans Available']",0.32,Alphabet City,2290,0,35449.0,6.4,10002.0
East 11th Street,1.0,2,Manhattan,"['Pre-War', 'Cats Allowed', 'Dogs Allowed', 'Floorplans Available']",0.32,Alphabet City,2290,0,35449.0,6.4,10002.0
179 East 3rd Street,1.0,2,Manhattan,"['Reduced Fee', 'Cats Allowed', 'Dogs Allowed']",0.31,Alphabet City,3395,0,35449.0,6.4,10002.0
190 E 2nd St,1.0,2,Manhattan,"['Cats Allowed', 'Dogs Allowed', 'By Owner', 'No Fee', 'Exclusive']",0.32,Alphabet City,3650,700,35449.0,6.4,10002.0
607 E 11th St,1.0,1,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Dogs Allowed', 'Laundry In Unit', 'By Owner', 'No Fee', 'Floorplans Available', 'Exclusive']",0.29,Alphabet City,2950,600,35449.0,6.4,10002.0
8th Sstreet,2.0,2,Manhattan,"['Storage Facility', 'Featured', 'Reduced Fee', 'Fitness Center', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.46,Alphabet City,4366,0,35449.0,6.4,10002.0
8th Sstreet,2.0,2,Manhattan,"['Storage Facility', 'Featured', 'Reduced Fee', 'Fitness Center', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space', 'Laundry In Building']",0.46,Alphabet City,4366,0,35449.0,6.4,10002.0
194 East 2nd Street,1.0,2,Manhattan,"['Doorman', 'Elevator', 'Laundry In Building', 'Private Outdoor Space']",0.33,Alphabet City,4875,0,35449.0,6.4,10002.0
East 10th Street,1.0,1,Manhattan,"['Pre-War', 'Cats Allowed', 'Granite Kitchen', 'Stainless Steel Appliances', 'High Ceilings', 'Dogs Allowed', 'Pre-war', 'Dishwasher', 'Marble Bath', 'Subway', 'Elevator', 'Renovated', 'Light', 'Hardwood Floors', 'Laundry In Building', 'Microwave']",0.63,Alphabet City,2550,0,35449.0,6.4,10002.0
East 2nd Street,1.0,2,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Granite Kitchen', 'High Ceilings', 'Dogs Allowed', 'Laundry In Unit', 'Dishwasher', 'Marble Bath', 'No Fee', 'Renovated', 'Light', 'Hardwood Floors']",0.46,Alphabet City,3392,0,35449.0,6.4,10002.0
East 3rd Street,1.0,StudioFlex 1 ,Manhattan,"['New Construction', 'Renovated', 'Granite Kitchen', 'Convertible', 'High Ceilings', 'Dishwasher', 'Light', 'Diplomats Ok', 'Marble Bath', 'Eat In Kitchen', 'Elevator', 'Deck', 'Common Outdoor Space', 'Hardwood Floors', 'Laundry In Building', 'Subway']",0.49,Alphabet City,2383,0,35449.0,6.4,10002.0
East 2nd St,2.0,3,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Garden/Patio', 'Dogs Allowed', 'Outdoor Space', 'Floorplans Available', 'Elevator', 'Balcony']",0.34,Alphabet City,12000,0,35449.0,6.4,10002.0
EVGB,1.0,1,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Dogs Allowed', 'Laundry In Unit', 'Fitness Center', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space']",0.12,Alphabet City,4680,0,35449.0,6.4,10002.0
EVGB,1.0,1,Manhattan,"['Laundry in Unit', 'Cats Allowed', 'Dogs Allowed', 'Laundry In Unit', 'Fitness Center', 'Doorman', 'No Fee', 'Floorplans Available', 'Elevator', 'Common Outdoor Space']",0.12,Alphabet City,4680,0,35449.0,6.4,10002.0
