567
535
501
387
309
281
274
265
263
226
224
183
167
161
160
153
146
139
136
116
107
82
71
56
53
49
48
48
46
46
45
43
43
43
40
39
37
35
33
26
21
18
18
17
16
16
16
15
15
14
13
12
11
11
10
10
10
10
9
8
5
5
4
4
3
2
2
2
1
1
1
