address,bath,bedrooms,borough,extra,nearest_subway,neighborhood,rent,sqft,unit,url
West 48th Street,2,2,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Swimming Pool', 'Deck', 'Dining Room', 'Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'Outdoor Space', 'Bicycle Room', 'Business Center', 'Common Outdoor Space', 'Concierge', 'Diplomats Ok', 'Eat In Kitchen', 'Freight Elevator', 'Garage', 'Granite Kitchen', 'Laundry Services', 'Light', 'Live In Super', 'Live Work', 'Lounge', 'Marble Bath', 'Microwave', 'Open Kitchen', 'Receiving Room', 'Renovated', 'Stainless Steel Appliances', 'Subway', 'Valet', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed']",0.11,Theater District,5200,0,NaN,https://www.renthop.com/listings/west-48th-street/34g/14110106
W. 10th,2,3,Manhattan,"['No Fee', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'City View', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Open View', 'Renovated', 'Walk In Closet']",0.07,West Village,7050,0,NaN,https://www.renthop.com/listings/w-10th/c/14534636
325 East 21 Street,1,3,Manhattan,"['', 'GREAT SIZE __TRUE 3 BEDROOMS___EXCELLENT LOCATION EAST 21 ST & 2 AVE']",0.36,Gramercy Park,4190,0,Apt 5FE,https://www.renthop.com/listings/325-east-21-street/5fe/14537340
4700 Broadway,1,2,Manhattan,"['Exclusive', 'Elevator', 'Pre-War', 'Hardwood Floors', 'Dining Room', 'Elevator', 'Pre-war', 'Laundry In Building', 'Hardwood Floors', 'Eat In Kitchen', 'High Ceilings', 'Light', 'Renovated', 'Subway', 'Walk In Closet', 'Cats Allowed', 'Exclusive']",0.15,Fort George,2100,0,Apt 4B,https://www.renthop.com/listings/4700-broadway/4b/14425565
West 37th Street,2,3Flex 4 ,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Dining Room', 'Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Terrace', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'New Construction', 'City View', 'Common Outdoor Space', 'Convertible', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Open View', 'Original Details', 'Renovated', 'Skyline View', 'Storage', 'Subway', 'Valet', 'Walk In Closet']",0.23,Hell's Kitchen,4665,0,NaN,https://www.renthop.com/listings/west-37th-street/15f/14092920
72-55 60th Lane,2,4,Queens,"['No Fee', 'Exclusive', '', 'No Fee', 'Exclusive', 'Laundry In Building', 'Virtual Doorman', 'Private Outdoor Space', 'Renovated', 'Cats Allowed', 'Dogs Allowed']",0.5,Glendale,3200,0,Apt 1R,https://www.renthop.com/listings/72-55-60th-lane/1r/13942195
West 43rd Street,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Laundry In Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'Outdoor Space', 'New Construction', 'Bicycle Room', 'Business Center', 'City View', 'Common Outdoor Space', 'Concierge', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Receiving Room', 'Renovated', 'Storage', 'Subway', 'Valet', 'Dogs Allowed', 'Cats Allowed']",0.46,Hell's Kitchen,2900,0,NaN,https://www.renthop.com/listings/west-43rd-street/8l/14496125
East 38th Street,1,Studio,Manhattan,"['Doorman', 'Elevator', 'Pre-War', 'Doorman', 'Elevator', 'Fitness Center', 'Pre-war', 'Laundry In Building', 'Concierge', 'High Ceilings', 'Light', 'Live In Super', 'Renovated', 'Subway', 'Valet', 'Walk In Closet', 'Cats Allowed']",0.21,Murray Hill,2600,0,NaN,https://www.renthop.com/listings/east-38th-street/805/14537403
110 River Drive,1,1,Jersey City,"['No Fee', 'By Owner', 'No Fee', 'Floorplans Available', 'Dogs Allowed', 'Cats Allowed', 'By Owner']",NaN,Newport,2714,811,Apt 218,https://www.renthop.com/listings/110-river-drive/218/14210384
East 47th Street,2,4Flex 5 ,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center\n \n\nLaundry In Building', 'Laundry In Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Business Center', 'City View', 'Concierge', 'Convertible', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Open View', 'Receiving Room', 'Renovated', 'Storage', 'Subway', 'Valet', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed', 'Convertible']",0.31,Turtle Bay,6500,0,NaN,https://www.renthop.com/listings/east-47th-street/15c/14555490
West 47th Street,1,Studio,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Doorman', 'Elevator', 'Laundry In Unit', 'Hardwood Floors', 'Eat In Kitchen', 'Granite Kitchen', 'High Ceilings', 'Light', 'Live In Super', 'Marble Bath', 'Renovated', 'Vacation Rental', 'Walk In Closet']",0.09,Theater District,2250,0,NaN,https://www.renthop.com/listings/west-47th-street/6-e/13655100
East 47th Street,2,4Flex 5 ,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Laundry In Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Business Center', 'City View', 'Concierge', 'Convertible', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Open View', 'Receiving Room', 'Renovated', 'Storage', 'Subway\n \n\nValet', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed', 'Convertible']",0.31,Turtle Bay,6500,0,NaN,https://www.renthop.com/listings/east-47th-street/15c/14555490
West 47th Street,1,Studio,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Doorman', 'Elevator', 'Laundry In Unit', 'Hardwood Floors', 'Eat In Kitchen', 'Granite Kitchen', 'High Ceilings', 'Light', 'Live In Super', 'Marble Bath', 'Renovated', 'Vacation Rental', 'Walk In Closet']",0.09,Theater District,2250,0,NaN,https://www.renthop.com/listings/west-47th-street/6-e/13655100
1466 Bushwick Ave,3,3,Brooklyn,"['No Fee', '', 'No Fee', 'Private Outdoor Space', 'Laundry In Building', 'Common Outdoor Space', 'Cats Allowed', 'Dogs Allowed']",0.13,Bushwick,3950,0,Apt 4R,https://www.renthop.com/listings/1466-bushwick-ave/4r/14551597
e 62nd Street,1,2,Manhattan,"['No Fee', 'Hardwood Floors', 'No Fee', 'Hardwood Floors', 'On-site Laundry', 'Live In Super']",0.25,Upper East Side,3500,0,NaN,https://www.renthop.com/listings/e-62nd-street/4h/14086874
East 28th St,1,1,Manhattan,"['Doorman', 'Elevator', 'Laundry in Unit', 'Floorplans Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Laundry in Unit', 'Dogs Allowed', 'Cats Allowed']",0.06,NoMad,6060,740,NaN,https://www.renthop.com/listings/east-28th-st/na/14221340
West 35th Street,2.5,3,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Deck', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Terrace', 'Laundry In Building', ' Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Bicycle Room', 'Brownstone', 'City View', 'Concierge', 'Eat In Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Open View', 'Receiving Room', 'Renovated', 'River View', 'Subway', 'Valet', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed']",0.23,Hell's Kitchen,7367,0,NaN,https://www.renthop.com/listings/west-35th-street/2-n/14505300
96 Dekalb Avenue,1,1,Brooklyn,"['', 'Reduced Fee']",0.13,Fort Greene,2540,0,Apt 3,https://www.renthop.com/listings/96-dekalb-avenue/3/14553491
East 52nd Street,1,1,Manhattan,"['No Fee', '', 'No Fee', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed', 'Dishwasher', 'No fee', 'Pet friendly', 'Available immediately', 'Tell a friend']",0.09,Turtle Bay,3175,0,NaN,https://www.renthop.com/listings/east-52nd-street/na/14544298
10th Avenue,1,1Flex 2 ,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Deck', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Common Outdoor Space', 'Concierge', 'Convertible', 'Eat In Kitchen', 'Garage', 'Light', 'Lounge', 'Marble Bath', 'Renovated', 'Subway', 'Valet', 'Dogs Allowed', 'Cats Allowed', 'Convertible']",0.34,Hell's Kitchen,3340,0,NaN,https://www.renthop.com/listings/10th-avenue/20b/14425597
W.163rd St,1,Studio,Manhattan,"['Elevator', 'Featured', 'Elevator']",0.2,Washington Heights,1750,0,NaN,https://www.renthop.com/listings/w163rd-st/5b/14550650
West 43rd Street,1,Studio,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Swimming Pool', 'Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Bicycle Room', 'Concierge', 'Diplomats Ok', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Renovated', 'Storage', 'Subway', 'Valet', 'Dogs Allowed', 'Cats Allowed']",0.43,Hell's Kitchen,2495,0,NaN,https://www.renthop.com/listings/west-43rd-street/8l/14531964
E 36th St.,2,3,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Featured', 'Laundry In Unit', 'Private Outdoor Space', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed', 'Dining Room', 'Balcony', 'Terrace', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'City View', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Open View', 'Private Deck', 'Renovated', 'Subway', 'Walk In Closet']",0.34,Murray Hill,7800,0,NaN,https://www.renthop.com/listings/e-36th-st/11bc/11375365
88 Guernsey St,1,2,Brooklyn,"['No Fee', 'By Owner', 'No Fee', 'By Owner', 'Laundry In Building', 'Cats Allowed', 'Dogs Allowed']",0.08,Greenpoint,3850,900,Apt 3B,https://www.renthop.com/listings/88-guernsey-st/3b/14551604
Bank Street,1,1,Manhattan,"['No Fee', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Balcony', 'Laundry In Unit', 'Dishwasher', ' Hardwood Floors', 'Outdoor Space', 'Granite Kitchen', 'High Ceilings', 'Light', 'Renovated', 'Subway', 'Walk In Closet']",0.33,West Village,3700,0,NaN,https://www.renthop.com/listings/bank-street/14l/13934587
East 78th Street,1,2,Manhattan,"['Hardwood Floors', 'Dishwasher', 'Hardwood Floors', 'Brownstone', 'Light', 'Renovated', 'Subway', 'Dogs Allowed', 'Cats Allowed']",0.15,Upper East Side,2750,0,NaN,https://www.renthop.com/listings/east-78th-street/24/14532475
East 29th Street,1,2Flex 3 ,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Swimming Pool', 'Deck', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'City View', 'Common Outdoor Space', 'Concierge', 'Convertible', 'Diplomats Ok', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Renovated', 'Subway', 'Valet', 'Dogs Allowed', 'Cats Allowed', 'Convertible']",0.2,Rose Hill,3700,0,NaN,https://www.renthop.com/listings/east-29th-street/20g/14393744
Front Street,1,1,Brooklyn,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Loft', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Deck', 'Dining Room', 'Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Loft', 'Laundry In Building', 'Laundry In Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'Outdoor Space', 'New Construction', 'Bicycle Room', 'Common Outdoor Space', 'Eat In Kitchen', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Nursery', 'One Month Free', 'Private Deck', 'Receiving Room', 'Renovated', 'Stainless Steel Appliances', 'Storage', 'Subway', 'Valet', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed']",0.26,Brooklyn Heights,4895,0,NaN,https://www.renthop.com/listings/front-street/vpha/14219159
67-40 Booth Street,1,1,Queens,"['Exclusive', 'Elevator', 'Exclusive', 'Elevator', 'Laundry In Building', 'Cats Allowed']",0.1,Rego Park,1900,0,Apt L,https://www.renthop.com/listings/67-40-booth-street/l/14481562
Norfolk Street,1,1,Manhattan,"['Hardwood Floors', 'Hardwood Floors', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Renovated']",0.04,Lower East Side,2584,0,NaN,https://www.renthop.com/listings/norfolk-street/18/14549230
W 44th St,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Floorplans Available', 'Private Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Valet Services', '24 Hour Concierge', 'Indoor Swimming Pool', 'Lounge', 'Business Center', 'Conference Room', 'Bike Storage', 'Billiards Room', 'Balcony']",0.49,Hell's Kitchen,3600,686,NaN,https://www.renthop.com/listings/w-44th-st/28d/10113854
642 Wilson Ave,2,4,Brooklyn,"['No Fee', '', 'No Fee', 'Cats Allowed', 'Dogs Allowed']",0.07,Bushwick,3200,0,Apt 1L,https://www.renthop.com/listings/642-wilson-ave/1l/14551578
67-40 Booth Street,1,1,Queens,"['Exclusive', 'Elevator', 'Exclusive', 'Elevator', 'Laundry In Building', 'Cats Allowed']",0.1,Rego Park,1900,0,Apt L,https://www.renthop.com/listings/67-40-booth-street/l/14481562
West 54th Street,1,1Flex 2 ,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Floorplans Available', 'Swimming Pool', 'Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Laundry In Unit', 'High Speed Internet', 'Green Building', 'Dishwasher', 'Hardwood Floors', 'New Construction', 'Business Center', 'Common Outdoor Space', 'Concierge', 'Convertible', 'Diplomats Ok', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Receiving Room', 'Renovated', 'Subway', 'Valet', 'Walk In Closet', 'Dogs Allowed', 'Cats Allowed', 'Convertible']",0.46,Hell's Kitchen,2995,0,NaN,https://www.renthop.com/listings/west-54th-street/612/14534701
Norfolk Street,1,1,Manhattan,"['Hardwood Floors', 'Hardwood Floors', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Renovated']",0.04,Lower East Side,2584,0,NaN,https://www.renthop.com/listings/norfolk-street/18/14549230
W 44th St,1,1,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'No Fee', 'Floorplans Available', 'Private Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Common Outdoor Space', 'Storage Facility', 'Valet Services', '24 Hour Concierge', 'Indoor Swimming Pool', 'Lounge', 'Business Center', 'Conference Room', 'Bike Storage', 'Billiards Room', 'Balcony']",0.49,Hell's Kitchen,3600,686,NaN,https://www.renthop.com/listings/w-44th-st/28d/10113854
King st.,1,Studio,Manhattan,"['No Fee', 'Laundry in Unit', 'No Fee', 'Laundry In Unit']",0.12,SoHo,2700,0,NaN,https://www.renthop.com/listings/king-st/na/13846725
Eighth Avenue,1,2,Manhattan,"['No Fee', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Laundry In Unit', 'Hardwood Floors', 'Brownstone', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Renovated']",0.16,West Village, 4196,0,NaN,https://www.renthop.com/listings/eighth-avenue/4-c/14555059
176 Atlantic Ave,1,1,Brooklyn,"['Elevator', 'Laundry in Unit', 'Reduced Fee', 'Laundry In Unit', 'Elevator', 'Cats Allowed', 'Dogs Allowed', 'Dishwasher', 'high ceilings']",0.25,Cobble Hill,4250,800,Apt 4R,https://www.renthop.com/listings/176-atlantic-ave/4r/14380920
,3,4,Manhattan,"['Doorman', 'Elevator', 'Pre-War', 'Doorman', 'Elevator', 'Pre-War', 'Dogs Allowed', 'Cats Allowed']",0.12,Upper West Side,13925,0,NaN,https://www.renthop.com/listings/na/na/14556937
Gold Street,1,1Flex 2 ,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Featured', 'Doorman', 'Elevator', 'Laundry In Building', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Convertible', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Microwave', 'Stainless Steel Appliances', 'Dogs Allowed', 'Cats Allowed', 'Convertible']",0.06,Financial District,2400,0,NaN,https://www.renthop.com/listings/gold-street/l15/14394580
East 10th Street,1,1,Manhattan,"['Elevator', 'Pre-War', 'Hardwood Floors', 'Elevator', 'Pre-war', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Microwave', 'Renovated', 'Stainless Steel Appliances', 'Subway', 'Dogs Allowed', 'Cats Allowed']",0.63,Alphabet City,2550,0,NaN,https://www.renthop.com/listings/east-10th-street/3e/14473621
Ave A,2,4,Manhattan,"['No Fee', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Featured', 'Laundry In Unit', 'Private Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'Multi-level', 'Terrace', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'City View', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'One Month Free', 'Open View', 'Private Deck', 'Renovated']",0.33,East Village,7565,0,NaN,https://www.renthop.com/listings/ave-a/4/11483714
E 95th St,2,3,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Swimming Pool', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Terrace', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Bicycle Room', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Private Deck', 'Renovated']",0.05,Yorkville,4300,0,NaN,https://www.renthop.com/listings/e-95th-st/22m/14542622
Prospect Place,1,1,Brooklyn,"['No Fee', 'Hardwood Floors', 'No Fee', 'Dishwasher', 'Hardwood Floors', 'High Ceilings', 'Light', 'Microwave', 'Renovated', 'Stainless Steel Appliances']",0.17,Crown Heights,2750,0,NaN,https://www.renthop.com/listings/prospect-place/2b/14507270
307 East 6th Street,1,2,Manhattan,"['Exclusive', '', 'Exclusive', 'Common Outdoor Space']",0.26,East Village,3390,0,Apt 1A,https://www.renthop.com/listings/307-east-6th-street/1a/14553433
43-22 Queens Street,1,1,Queens,"['No Fee', 'Exclusive', 'Doorman', 'Elevator', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Laundry In Unit', 'Dishwasher', 'Hardwood Floors', 'Bicycle Room', 'Eat In Kitchen', 'Granite Kitchen', 'High Ceilings', 'Light', 'Lounge', 'Marble Bath', 'Open View', 'Storage', 'Valet', 'Exclusive']",0.15,Long Island City,3290,700,Apt 1712,https://www.renthop.com/listings/43-22-queens-street/1712/14552359
East 85th Street,1,Studio,Manhattan,"['Elevator', 'Pre-War', 'Hardwood Floors', 'Elevator', 'Pre-war', 'Laundry In Building', 'Hardwood Floors', 'High Ceilings']",0.07,Yorkville,2225,0,NaN,https://www.renthop.com/listings/east-85th-street/3d/14387070
West St.,1,2,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Pre-War', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Pre-war', 'Garage']",0.23,Tribeca,4900,979,NaN,https://www.renthop.com/listings/west-st/2427/13923697
135 William Street,2,3 ,Manhattan,"['No Fee', 'Exclusive', 'Elevator', 'Laundry in Unit', 'No Fee', 'Exclusive', 'Laundry In Unit', 'Elevator', 'Cats Allowed', 'Dogs Allowed']",0.01,Financial District,6415,0,NaN,https://www.renthop.com/listings/135-william-street/na/12031391
East 73rd Street,1,Studio,Manhattan,"['Pre-War', 'Hardwood Floors', 'Cats Allowed', 'Dogs Allowed', 'Pre-war', 'Dishwasher', 'Hardwood Floors', 'Brownstone', 'Diplomats Ok', 'Light', 'Renovated', 'Stainless Steel Appliances', 'Subway']",0.08,Upper East Side,2299,0,NaN,https://www.renthop.com/listings/east-73rd-street/4a/14464841
Ave A,2,4,Manhattan,"['No Fee', 'Laundry in Unit', 'Hardwood Floors', 'No Fee', 'Featured', 'Laundry In Unit', 'Private Outdoor Space', 'Cats Allowed', 'Dogs Allowed', 'Multi-level', 'Terrace', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'City View', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'One Month Free', 'Open View', 'Private Deck', 'Renovated']",0.33,East Village,7565,0,NaN,https://www.renthop.com/listings/ave-a/4/11483714
E 95th St,2,3,Manhattan,"['No Fee', 'Doorman', 'Elevator', 'Hardwood Floors', 'No Fee', 'Swimming Pool', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Terrace', 'Laundry In Building', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'Bicycle Room', 'Garage', 'Granite Kitchen', 'High Ceilings', 'Light', 'Marble Bath', 'Private Deck', 'Renovated']",0.05,Yorkville,4300,0,NaN,https://www.renthop.com/listings/e-95th-st/22m/14542622
Prospect Place,1,1,Brooklyn,"['No Fee', ' Hardwood Floors', 'No Fee', 'Dishwasher', 'Hardwood Floors', 'High Ceilings', 'Light', 'Microwave', 'Renovated', 'Stainless Steel Appliances']",0.17,Crown Heights,2750,0,NaN,https://www.renthop.com/listings/prospect-place/2b/14507270
